,ticker,queryCount,resultsCount,adjusted,results,status,request_id,count,error
109,BROS,21.0,1.0,True,"[{'v': 19952940.0, 'vw': 24.7261, 'o': 23.14, 'c': 24.84, 'h': 26.43, 'l': 22.85, 't': 1696132800000, 'n': 275867}]",OK,909504ffc2242f087d9259a5e97dfac0,1.0,
110,SBUX,120.0,1.0,True,"[{'v': 1078291028.0, 'vw': 97.565, 'o': 107.225, 'c': 77.92, 'h': 117.8, 'l': 77.7808, 't': 1635739200000, 'n': 13062723}]",OK,f333bf8b5a0aa6a73744b3a33e65e64e,1.0,
111,SBUX,120.0,1.0,True,"[{'v': 1268762799.0, 'vw': 85.3797, 'o': 116.47, 'c': 78.11, 'h': 117.8, 'l': 68.39, 't': 1641013200000, 'n': 14543812}]",OK,2c8a2b23e78cddf677108fc5895e8fb0,1.0,
112,SBUX,120.0,1.0,True,"[{'v': 1173504972.0, 'vw': 81.7601, 'o': 98.4175, 'c': 81.5, 'h': 99.15, 'l': 68.39, 't': 1643691600000, 'n': 13518774}]",OK,56d7ca33afbba05cdf0f1db48209e0a2,1.0,
113,SBUX,120.0,1.0,True,"[{'v': 1121522615.0, 'vw': 80.3283, 'o': 91.49, 'c': 86.92, 'h': 93.5, 'l': 68.39, 't': 1646110800000, 'n': 12863680}]",OK,afc016915922676968ad4ecc1d522889,1.0,
114,SBUX,120.0,1.0,True,"[{'v': 1073685684.0, 'vw': 80.1503, 'o': 91.5, 'c': 84.7, 'h': 93.48, 'l': 68.39, 't': 1648785600000, 'n': 12344026}]",OK,1842870e0c049089bad73b67705237cd,1.0,
115,SBUX,120.0,1.0,True,"[{'v': 1011212382.0, 'vw': 80.8995, 'o': 75.25, 'c': 86.79, 'h': 93.48, 'l': 68.39, 't': 1651377600000, 'n': 11621839}]",OK,908fc026bad618e87cd55e7b25b32c34,1.0,
116,SBUX,120.0,1.0,True,"[{'v': 909939770.0, 'vw': 84.8653, 'o': 78.75, 'c': 97.95, 'h': 99.53, 'l': 70.35, 't': 1654056000000, 'n': 10737688}]",OK,ae8f30f7570c32c8921e71252a50b346,1.0,
117,SBUX,120.0,1.0,True,"[{'v': 872180575.0, 'vw': 89.3456, 'o': 76.73, 'c': 98, 'h': 105.54, 'l': 75.73, 't': 1656648000000, 'n': 10429808}]",OK,a6511dc1838019b068fe5c32ced7eabf,1.0,
118,SBUX,120.0,1.0,True,"[{'v': 869370843.0, 'vw': 92.3842, 'o': 84.19, 'c': 105.04, 'h': 107.595, 'l': 81.67, 't': 1659326400000, 'n': 10561846}]",OK,0eba5befd830e655442319534127b319,1.0,
119,SBUX,120.0,1.0,True,"[{'v': 889318807.0, 'vw': 95.7439, 'o': 83.7, 'c': 103.51, 'h': 110.83, 'l': 81.67, 't': 1662004800000, 'n': 10929106}]",OK,e04747f515fb6c861279cf9331da1d2c,1.0,
120,SBUX,120.0,1.0,True,"[{'v': 807709929.0, 'vw': 98.4406, 'o': 84.75, 'c': 98.34, 'h': 110.83, 'l': 82.43, 't': 1664596800000, 'n': 10368190}]",OK,db0a1de64c1909196130264533685115,1.0,
121,SBUX,120.0,1.0,True,"[{'v': 751122676.0, 'vw': 101.7863, 'o': 88.06, 'c': 109.34, 'h': 111.11, 'l': 82.97, 't': 1667275200000, 'n': 10264416}]",OK,e2d3165d8a092d6c0f53c7f472c9b6eb,1.0,
122,SBUX,120.0,1.0,True,"[{'v': 765299042.0, 'vw': 103.9128, 'o': 100.56, 'c': 98.23, 'h': 115.48, 'l': 96.52, 't': 1672549200000, 'n': 11557334}]",OK,3ab601f5273d7655d45c1373aa78ed35,1.0,
123,SBUX,120.0,1.0,True,"[{'v': 767616004.0, 'vw': 102.9306, 'o': 108.97, 'c': 102.92, 'h': 115.48, 'l': 95.55, 't': 1675227600000, 'n': 11956655}]",OK,866aa8c30a0887badb15d890664c0e23,1.0,
124,SBUX,120.0,1.0,True,"[{'v': 748323896.0, 'vw': 102.1521, 'o': 102.19, 'c': 96.46, 'h': 115.48, 'l': 95.55, 't': 1677646800000, 'n': 12161541}]",OK,55576300a5f5c97c4a988f829b42ad02,1.0,
125,SBUX,120.0,1.0,True,"[{'v': 748114848.0, 'vw': 101.3726, 'o': 104.06, 'c': 93.68, 'h': 115.48, 'l': 93.03, 't': 1680321600000, 'n': 12293019}]",OK,d43caa56d3e81fd18ce1a76e527776dd,1.0,
126,SBUX,120.0,1.0,True,"[{'v': 757633509.0, 'vw': 99.2158, 'o': 114.252, 'c': 94.42, 'h': 115.48, 'l': 89.21, 't': 1682913600000, 'n': 12317927}]",OK,6827df0271703a5d8e0f9a712b73c3fd,1.0,
127,SBUX,105.0,1.0,True,"[{'v': 641122903.0, 'vw': 97.5593, 'o': 97.59, 'c': 93.15, 'h': 104.46, 'l': 89.21, 't': 1685592000000, 'n': 10436555}]",OK,c9dce4f873fd0900f3c911c9e9ae3d73,1.0,
128,SBUX,84.0,1.0,True,"[{'v': 490196641.0, 'vw': 97.022, 'o': 98.73, 'c': 93.15, 'h': 104.46, 'l': 89.21, 't': 1688184000000, 'n': 8153700}]",OK,b121c697c81898962c4590efbf2966e1,1.0,
129,SBUX,64.0,1.0,True,"[{'v': 358852308.0, 'vw': 95.675, 'o': 101.47, 'c': 93.15, 'h': 104.46, 'l': 89.21, 't': 1690862400000, 'n': 6076093}]",OK,a3a445f80150571d025cdc1523808f30,1.0,
130,SBUX,41.0,1.0,True,"[{'v': 231812477.0, 'vw': 93.7673, 'o': 98.4, 'c': 93.15, 'h': 98.75, 'l': 89.21, 't': 1693540800000, 'n': 3843077}]",OK,c0e7045853cd3e5b5b08deb4641295f1,1.0,
131,SBUX,21.0,1.0,True,"[{'v': 118681788.0, 'vw': 92.7546, 'o': 91.05, 'c': 93.15, 'h': 95.66, 'l': 89.21, 't': 1696132800000, 'n': 2006197}]",OK,c923b9384ab83383159dc341fa233fa0,1.0,
