,ticker,queryCount,resultsCount,adjusted,results,status,request_id,count,error
90,BROS,120.0,1.0,True,"[{'v': 227739644.0, 'vw': 43.3747, 'o': 52.02, 'c': 36.24, 'h': 66, 'l': 20.05, 't': 1643691600000, 'n': 2413430}]",OK,db61bc0606745b3725d1c3caba75a636,1.0,
91,BROS,120.0,1.0,True,"[{'v': 3063883.0, 'vw': 47.2406, 'o':49.11, 'c':47.52, 'h': 49.398, 'l': 46.18, 't': 1646110800000, 'n': 24631}]",OK,48883a192002753d7ee738c3610338b8,1.0,
92,BROS,120.0,1.0,True,"[{'v': 186041506.0, 'vw': 37.4877, 'o': 56.43, 'c': 34.19, 'h': 58.6942, 'l': 20.05, 't': 1648785600000, 'n': 2058481}]",OK,8bdef896f001ec7cefd10f01186720b3,1.0,
93,BROS,120.0,1.0,True,"[{'v': 180719365.0, 'vw': 34.5737, 'o': 47.8, 'c': 34.21, 'h': 54.18, 'l': 20.05, 't': 1651377600000, 'n': 2014828}]",OK,930f571bea7e0db68b424fe1fa4adfa0,1.0,
94,BROS,120.0,1.0,True,"[{'v': 139577748.0, 'vw': 36.8808, 'o': 37.47, 'c': 34.11, 'h': 54.18, 'l': 27.94, 't': 1654056000000, 'n': 1726725}]",OK,e32366cabc0cf2abc90fb0a36b81b1c9,1.0,
95,BROS,120.0,1.0,True,"[{'v': 137070749.0, 'vw': 36.4363, 'o': 31.67, 'c': 30.07, 'h': 54.18, 'l': 27.94, 't': 1656648000000, 'n': 1794813}]",OK,3992287d333e5ab36b230559f7f31cfd,1.0,
96,BROS,120.0,1.0,True,"[{'v': 147629695.0, 'vw': 35.6386, 'o': 37.25, 'c': 34, 'h': 54.18, 'l': 26.93, 't': 1659326400000, 'n': 1954081}]",OK,f1a4270123806f37fca82fbec97d9b2a,1.0,
97,BROS,120.0,1.0,True,"[{'v': 143300441.0, 'vw': 33.961, 'o': 35.9, 'c': 34.03, 'h': 41.4399, 'l': 26.93, 't': 1662004800000, 'n': 1958424}]",OK,f45b9d7dbe3a1614c4af8509cefff196,1.0,
98,BROS,120.0,1.0,True,"[{'v': 145046280.0, 'vw': 33.5112, 'o': 31.5, 'c': 28.66, 'h': 41.4399, 'l': 26.93, 't': 1664596800000, 'n': 1973148}]",OK,d798dbba09c674f4fb0a5c0ce73a5607,1.0,
99,BROS,120.0,1.0,True,"[{'v': 136357976.0, 'vw': 33.3457, 'o': 37.45, 'c': 30.28, 'h': 41.4399, 'l': 26.93, 't': 1667275200000, 'n': 1902779}]",OK,b985445f8e8863281e12d0d8c66af4fb,1.0,
100,BROS,120.0,1.0,True,"[{'v': 125211410.0, 'vw': 31.9529, 'o': 28.62, 'c': 27.64, 'h': 41.4399, 'l': 25.451, 't': 1672549200000, 'n': 1716758}]",OK,5fc4fbaf6a1ec14b55f8394749273cf0,1.0,
101,BROS,120.0,1.0,True,"[{'v': 111463688.0, 'vw': 31.2882, 'o': 38.09, 'c': 28.93, 'h': 41.4399, 'l': 25.451, 't': 1675227600000, 'n': 1538338}]",OK,7cfb91ce5721a9cf9d459ec372d65677,1.0,
102,BROS,120.0,1.0,True,"[{'v': 111888538.0, 'vw': 30.1497, 'o': 33.3, 'c': 30.68, 'h': 35.18, 'l': 25.451, 't': 1677646800000, 'n': 1556183}]",OK,ef668168174f4b6c32bd721fadac7002,1.0,
103,BROS,120.0,1.0,True,"[{'v': 122548680.0, 'vw': 29.1739, 'o': 31.64, 'c': 23.69, 'h': 35.09, 'l': 23.4, 't': 1680321600000, 'n': 1662558}]",OK,e4d0d13415c418776a9364725e3b2534,1.0,
104,BROS,120.0,1.0,True,"[{'v': 127968105.0, 'vw': 28.1714, 'o': 31.34, 'c': 25.4, 'h': 35.09, 'l': 22.665, 't': 1682913600000, 'n': 1722611}]",OK,7d399349fedfd71a2b15281a07bf2257,1.0,
105,BROS,105.0,1.0,True,"[{'v': 106027747.0, 'vw': 27.8207, 'o': 28.24, 'c': 24.84, 'h': 35.09, 'l': 22.665, 't': 1685592000000, 'n': 1430317}]",OK,e44b944fcac423615e7f2fc6473f5322,1.0,
106,BROS,84.0,1.0,True,"[{'v': 91044505.0, 'vw': 27.7242, 'o': 28.42, 'c': 24.84, 'h': 35.09, 'l': 22.665, 't': 1688184000000, 'n': 1215090}]",OK,42030988d2a7b6c16837bf92ad82ed24,1.0,
107,BROS,64.0,1.0,True,"[{'v': 78017987.0, 'vw': 27.4586, 'o': 30.51, 'c': 24.84, 'h': 35.09, 'l': 22.665, 't': 1690862400000, 'n': 1026777}]",OK,8cabd6b7609bb1c00cde1067a3406e56,1.0,
108,BROS,41.0,1.0,True,"[{'v': 51025647.0, 'vw': 25.4074, 'o': 29.72, 'c': 24.84, 'h': 29.8299, 'l': 22.665, 't': 1693540800000, 'n': 660410}]",OK,75205429924c15e31f36d3df1ae3b3a6,1.0,
